run_id,run_name,url,created_at,arm,seed,batch,budget_steps,requested_step,matched_step,step_lag,evidence_tier,config/seed,config/max_train_steps,config/train_batch_size,config/backbone_position_mode,config/adam_beta1,config/adam_beta2,config/history_cartesian_features,config/history_polar_features,config/centering,config/input_timestep_conditioning,config/input_projection_init,config/loss_metric,config/orbit_scale_exponent,config/learned_output_gain,config/history_corruption,grad_norm,output_gain/max,output_gain/mean,output_gain/min,projection_grad_rms/diffusion_input,projection_grad_rms/diffusion_output,projection_grad_rms/token_proj,robustness/condition_cosine,robustness/condition_relative_rms,robustness/gaussian/phase_circular_error,robustness/gaussian/physical_complex_nrmse,robustness/gaussian_delta/phase_circular_error,robustness/gaussian_delta/physical_complex_nrmse,spectral/log_amplitude_bias,spectral/log_amplitude_mae,spectral/normalized_active_mse,spectral/phase_circular_error,spectral/phase_coherence,spectral/physical_complex_nrmse,spectral/radial_power_relative_error,spectral/timestep/0/phase_circular_error,spectral/timestep/0/physical_complex_nrmse,spectral/timestep/533/phase_circular_error,spectral/timestep/533/physical_complex_nrmse,spectral/timestep/999/phase_circular_error,spectral/timestep/999/physical_complex_nrmse,control_arm,delta/grad_norm,delta/output_gain/max,delta/output_gain/mean,delta/output_gain/min,delta/projection_grad_rms/diffusion_input,delta/projection_grad_rms/diffusion_output,delta/projection_grad_rms/token_proj,delta/robustness/condition_cosine,improvement/robustness/condition_cosine,delta/robustness/condition_relative_rms,improvement/robustness/condition_relative_rms,delta/robustness/gaussian/phase_circular_error,improvement/robustness/gaussian/phase_circular_error,delta/robustness/gaussian/physical_complex_nrmse,improvement/robustness/gaussian/physical_complex_nrmse,delta/robustness/gaussian_delta/phase_circular_error,improvement/robustness/gaussian_delta/phase_circular_error,delta/robustness/gaussian_delta/physical_complex_nrmse,improvement/robustness/gaussian_delta/physical_complex_nrmse,delta/spectral/log_amplitude_bias,improvement/spectral/log_amplitude_bias,delta/spectral/log_amplitude_mae,improvement/spectral/log_amplitude_mae,delta/spectral/normalized_active_mse,improvement/spectral/normalized_active_mse,delta/spectral/phase_circular_error,improvement/spectral/phase_circular_error,delta/spectral/phase_coherence,improvement/spectral/phase_coherence,delta/spectral/physical_complex_nrmse,improvement/spectral/physical_complex_nrmse,delta/spectral/radial_power_relative_error,improvement/spectral/radial_power_relative_error,delta/spectral/timestep/0/phase_circular_error,improvement/spectral/timestep/0/phase_circular_error,delta/spectral/timestep/0/physical_complex_nrmse,improvement/spectral/timestep/0/physical_complex_nrmse,delta/spectral/timestep/533/phase_circular_error,improvement/spectral/timestep/533/phase_circular_error,delta/spectral/timestep/533/physical_complex_nrmse,improvement/spectral/timestep/533/physical_complex_nrmse,delta/spectral/timestep/999/phase_circular_error,improvement/spectral/timestep/999/phase_circular_error,delta/spectral/timestep/999/physical_complex_nrmse,improvement/spectral/timestep/999/physical_complex_nrmse
m2vjgawc,arch-n2-s0-b128-n5000,https://wandb.ai/ethansmith2000/afig-continuous/runs/m2vjgawc,2026-07-26T16:54:12Z,n2,0,128,5000,5000,5000,0,exploratory,0,5000,128,random_table,0.9,0.99,phase_preserving,none,self_conjugate_rms,none,xavier,normalized,0,False,none,0.07014892995357513,,,,3.334945358801633e-05,0.0006199812050908804,8.739758777664974e-05,,,,,,,-0.2695506513118744,0.5012415647506714,0.32712796330451965,0.2894681692123413,0.7105530500411987,0.2844008505344391,0.3011235296726227,0.0008261482580564916,0.0064519234001636505,0.25379306077957153,0.35028931498527527,0.650443971157074,0.307585746049881,n0,-0.004226237535476685,,,,-2.6873894967138767e-06,-0.00010021275375038385,-1.5527548384852707e-06,,,,,,,,,,,,,-4.6312808990478516e-05,-4.6312808990478516e-05,0.0035316646099090576,-0.0035316646099090576,0.0036469101905822754,-0.0036469101905822754,0.00027313828468322754,-0.00027313828468322754,-0.0002918243408203125,-0.0002918243408203125,0.0003972351551055908,-0.0003972351551055908,0.001336902379989624,-0.001336902379989624,6.206269608810544e-05,-6.206269608810544e-05,-0.0009087072685360909,0.0009087072685360909,-0.006911337375640869,0.006911337375640869,0.005788147449493408,-0.005788147449493408,0.028636038303375244,-0.028636038303375244,0.006105899810791016,-0.006105899810791016
iaxg3jow,arch-r1-s0-b128-n5000,https://wandb.ai/ethansmith2000/afig-continuous/runs/iaxg3jow,2026-07-26T16:21:48Z,r1,0,128,5000,5000,5000,0,exploratory,0,5000,128,random_table,0.9,0.99,phase_preserving,log_amp_gated_phase,all,none,xavier,normalized,0,False,none,0.07363206148147583,,,,3.608666156651452e-05,0.0007062279619276524,8.157099364325404e-05,,,,,,,-0.27233514189720154,0.502012312412262,0.32823190093040466,0.28912436962127686,0.7109370231628418,0.28451740741729736,0.30691248178482056,0.0008240288589149714,0.006280932109802961,0.2524055242538452,0.3461492359638214,0.6491559743881226,0.30479270219802856,r0,-0.0009680688381195068,,,,2.741144271567464e-07,-2.7227040845900774e-05,-5.988185876049101e-06,,,,,,,,,,,,,0.0025261342525482178,0.0025261342525482178,-0.000729978084564209,0.000729978084564209,0.0015895068645477295,-0.0015895068645477295,0.0004296302795410156,-0.0004296302795410156,-0.0003978610038757324,-0.0003978610038757324,-0.0001240372657775879,0.0001240372657775879,0.0008627772331237793,-0.0008627772331237793,8.027045987546444e-05,-8.027045987546444e-05,-6.091967225074768e-05,6.091967225074768e-05,0.0023842453956604004,-0.0023842453956604004,0.0023231208324432373,-0.0023231208324432373,5.549192428588867e-05,-5.549192428588867e-05,-0.004154324531555176,0.004154324531555176
w67js941,arch-r2-s0-b128-n5000,https://wandb.ai/ethansmith2000/afig-continuous/runs/w67js941,2026-07-26T16:21:47Z,r2,0,128,5000,5000,5000,0,exploratory,0,5000,128,random_table,0.9,0.99,phase_preserving,none,all,none,xavier,normalized,0,False,none,0.07213149964809418,,,,3.3547326893312857e-05,0.00065702322172001,8.54784666444175e-05,,,,,,,-0.2666948735713959,0.49758243560791016,0.3241967260837555,0.2893025577068329,0.710773766040802,0.284067302942276,0.3066729009151459,0.0007458696491084993,0.0071450951509177685,0.24425582587718964,0.3431495726108551,0.6391524076461792,0.3028804063796997,r0,-0.0024686306715011597,,,,-2.265220246044919e-06,-7.643178105354309e-05,-2.0807128748856485e-06,,,,,,,,,,,,,0.008166402578353882,0.008166402578353882,-0.005159854888916016,0.005159854888916016,-0.0024456679821014404,0.0024456679821014404,0.0006078183650970459,-0.0006078183650970459,-0.0005611181259155273,-0.0005611181259155273,-0.0005741417407989502,0.0005741417407989502,0.0006231963634490967,-0.0006231963634490967,2.1112500689923763e-06,-2.1112500689923763e-06,0.0008032433688640594,-0.0008032433688640594,-0.005765452980995178,0.005765452980995178,-0.0006765425205230713,0.0006765425205230713,-0.00994807481765747,0.00994807481765747,-0.006066620349884033,0.006066620349884033
l2euce0q,arch-r0-s0-b128-n5000,https://wandb.ai/ethansmith2000/afig-continuous/runs/l2euce0q,2026-07-26T16:21:47Z,r0,0,128,5000,5000,5000,0,exploratory,0,5000,128,random_table,0.9,0.99,centered,log_amp_gated_phase,all,none,xavier,normalized,0,False,none,0.07460013031959534,,,,3.5812547139357775e-05,0.0007334550027735531,8.755917951930314e-05,,,,,,,-0.27486127614974976,0.5027422904968262,0.32664239406585693,0.28869473934173584,0.7113348841667175,0.28464144468307495,0.3060497045516968,0.0007437583990395069,0.006341851782053709,0.2500212788581848,0.3438261151313782,0.6491004824638367,0.30894702672958374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yy8tfl8j,arch-b-target-off-s0-b128-n5000,https://wandb.ai/ethansmith2000/afig-continuous/runs/yy8tfl8j,2026-07-26T15:50:20Z,b-target-off,0,128,5000,5000,5000,0,exploratory,0,5000,128,random_table,0.9,0.99,centered,log_amp_gated_phase,all,none,xavier,normalized,0,False,none,0.07752981781959534,,,,4.2089930502697825e-05,0.0006388972979038954,0.00010858046152861789,,,,,,,-0.2496260404586792,0.4821988046169281,0.31137242913246155,0.2735719084739685,0.7265142202377319,0.2830248773097992,0.3012298047542572,0.0008353256271220744,0.007300717756152153,0.23294784128665924,0.3458678424358368,0.58730548620224,0.3081209063529968,b-default,0.0060318633913993835,,,,6.943802873138338e-06,-4.999979864805937e-05,3.3246375096496195e-05,,,,,,,,,,,,,0.016381293535232544,0.016381293535232544,-0.015064358711242676,0.015064358711242676,-0.011820673942565918,0.011820673942565918,-0.014810919761657715,0.014810919761657715,0.0148201584815979,0.0148201584815979,0.0005255043506622314,-0.0005255043506622314,-0.0020324885845184326,0.0020324885845184326,6.916600978001952e-05,-6.916600978001952e-05,0.0014350158162415028,-0.0014350158162415028,-0.014767438173294067,0.014767438173294067,0.00024017691612243652,-0.00024017691612243652,-0.04844409227371216,0.04844409227371216,0.0017335712909698486,-0.0017335712909698486
6pvs92fc,arch-b-polar-off-s0-b128-n5000,https://wandb.ai/ethansmith2000/afig-continuous/runs/6pvs92fc,2026-07-26T15:17:16Z,b-polar-off,0,128,5000,5000,5000,0,exploratory,0,5000,128,random_table,0.9,0.99,centered,none,all,none,xavier,normalized,0,False,none,0.0730757787823677,,,,3.689778168336488e-05,0.000684192287735641,9.062495519174263e-05,,,,,,,-0.27773186564445496,0.5052312016487122,0.32525548338890076,0.288980633020401,0.7110729217529297,0.2840051054954529,0.30771321058273315,0.0007671135826967657,0.005566158797591925,0.2515770494937897,0.34877651929855347,0.6510328054428101,0.3074377477169037,b-default,0.001577824354171753,,,,1.751654053805396e-06,-4.704808816313744e-06,1.5290868759620935e-05,,,,,,,,,,,,,-0.011724531650543213,-0.011724531650543213,0.007968038320541382,-0.007968038320541382,0.002062380313873291,-0.002062380313873291,0.0005978047847747803,-0.0005978047847747803,-0.0006211400032043457,-0.0006211400032043457,0.001505732536315918,-0.001505732536315918,0.0044509172439575195,-0.0044509172439575195,9.539653547108173e-07,-9.539653547108173e-07,-0.0002995431423187256,0.0002995431423187256,0.0038617700338363647,-0.0038617700338363647,0.0031488537788391113,-0.0031488537788391113,0.01528322696685791,-0.01528322696685791,0.001050412654876709,-0.001050412654876709
tg72wk7b,arch-b-default-s0-b128-n5000,https://wandb.ai/ethansmith2000/afig-continuous/runs/tg72wk7b,2026-07-26T14:43:42Z,b-default,0,128,5000,5000,5000,0,exploratory,0,5000,128,random_table,0.9,0.99,centered,log_amp_gated_phase,all,none,xavier,normalized,0,False,none,0.07149795442819595,,,,3.514612762955949e-05,0.0006888970965519547,7.53340864321217e-05,,,,,,,-0.26600733399391174,0.4972631633281708,0.32319310307502747,0.2883828282356262,0.711694061756134,0.28249937295913696,0.30326229333877563,0.0007661596173420548,0.00586570193991065,0.2477152794599533,0.34562766551971436,0.6357495784759521,0.306387335062027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ikx99qd5,arch-b-beta-s0-b128-n5000,https://wandb.ai/ethansmith2000/afig-continuous/runs/ikx99qd5,2026-07-26T14:43:42Z,b-beta,0,128,5000,5000,5000,0,exploratory,0,5000,128,random_table,0.95,0.995,centered,log_amp_gated_phase,all,none,xavier,normalized,0,False,none,0.08460703492164612,,,,3.381079659448005e-05,0.000969147018622607,6.70507870381698e-05,,,,,,,-0.2824595272541046,0.5090202689170837,0.32689449191093445,0.29034918546676636,0.7096738219261169,0.2841786742210388,0.3137272894382477,0.0008608822827227414,0.006429808214306831,0.25111252069473267,0.34664514660835266,0.6499964594841003,0.3062501847743988,b-default,0.013109080493450165,,,,-1.3353310350794345e-06,0.00028024992207065225,-8.283299393951893e-06,,,,,,,,,,,,,-0.01645219326019287,-0.01645219326019287,0.011757105588912964,-0.011757105588912964,0.0037013888359069824,-0.0037013888359069824,0.0019663572311401367,-0.0019663572311401367,-0.00202023983001709,-0.00202023983001709,0.0016793012619018555,-0.0016793012619018555,0.010464996099472046,-0.010464996099472046,9.472266538068652e-05,-9.472266538068652e-05,0.0005641062743961811,-0.0005641062743961811,0.003397241234779358,-0.003397241234779358,0.0010174810886383057,-0.0010174810886383057,0.014246881008148193,-0.014246881008148193,-0.00013715028762817383,0.00013715028762817383
js4qeji7,arch-p0-s1-b128-n30000,https://wandb.ai/ethansmith2000/afig-continuous/runs/js4qeji7,2026-07-26T11:36:48Z,p0,1,128,30000,30000,30000,0,medium,1,30000,128,none,0.9,0.99,centered,log_amp_gated_phase,all,none,xavier,normalized,0,False,none,0.09903110563755035,,,,9.281774691771716e-05,0.0003272651811130345,0.0001456447207601741,,,,,,,-0.332734078168869,0.569861650466919,0.4159497320652008,0.36000779271125793,0.640011727809906,0.3012616038322449,0.34162136912345886,0.0004745642945636064,0.0038825785741209984,0.2844003140926361,0.3940892517566681,0.880035400390625,0.3046531677246094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eti0yoyk,arch-p1-s0-b128-n30000,https://wandb.ai/ethansmith2000/afig-continuous/runs/eti0yoyk,2026-07-26T11:36:48Z,p1,0,128,30000,30000,30000,0,medium,0,30000,128,random_table,0.9,0.99,centered,log_amp_gated_phase,all,none,xavier,normalized,0,False,none,0.09915495663881302,,,,6.4320549427066e-05,0.00031945883529260755,0.00010517971531953663,,,,,,,-0.1259779930114746,0.40680956840515137,0.3025314509868622,0.23333275318145752,0.7666726112365723,0.29035937786102295,0.21060773730278015,0.0004905384266749024,0.004289691336452961,0.23863738775253296,0.4039576053619385,0.28670287132263184,0.27573758363723755,p0,0.007443979382514954,,,,-3.0500057619065046e-05,-4.144711419939995e-05,2.422890975140035e-05,,,,,,,,,,,,,0.2034454643726349,0.2034454643726349,-0.15932095050811768,0.15932095050811768,-0.11444777250289917,0.11444777250289917,-0.13072282075881958,0.13072282075881958,0.13071882724761963,0.13071882724761963,-0.004030764102935791,0.004030764102935791,-0.1295807659626007,0.1295807659626007,-0.00010790530359372497,0.00010790530359372497,-0.0007409052923321724,0.0007409052923321724,-0.0628146231174469,0.0628146231174469,0.01537969708442688,-0.01537969708442688,-0.6377710700035095,0.6377710700035095,-0.03752651810646057,0.03752651810646057
mwvqimzh,arch-p1-s1-b128-n30000,https://wandb.ai/ethansmith2000/afig-continuous/runs/mwvqimzh,2026-07-26T11:36:47Z,p1,1,128,30000,30000,30000,0,medium,1,30000,128,random_table,0.9,0.99,centered,log_amp_gated_phase,all,none,xavier,normalized,0,False,none,0.10396487265825272,,,,6.380590639309958e-05,0.00033336348133161664,0.00011141348659293726,,,,,,,-0.12652720510959625,0.4029556214809418,0.2916245460510254,0.23335430026054382,0.7666541934013367,0.28796517848968506,0.21058988571166992,0.0003367446188349277,0.0041285548359155655,0.24445897340774536,0.3846251964569092,0.3039698898792267,0.2675972282886505,p0,0.004933767020702362,,,,-2.9011840524617583e-05,6.098300218582153e-06,-3.4231234167236835e-05,,,,,,,,,,,,,0.20620687305927277,0.20620687305927277,-0.16690602898597717,0.16690602898597717,-0.12432518601417542,0.12432518601417542,-0.1266534924507141,0.1266534924507141,0.12664246559143066,0.12664246559143066,-0.013296425342559814,0.013296425342559814,-0.13103148341178894,0.13103148341178894,-0.0001378196757286787,0.0001378196757286787,0.0002459762617945671,-0.0002459762617945671,-0.03994134068489075,0.03994134068489075,-0.009464055299758911,0.009464055299758911,-0.5760655105113983,0.5760655105113983,-0.03705593943595886,0.03705593943595886
6lo2lwim,arch-p0-s0-b128-n30000,https://wandb.ai/ethansmith2000/afig-continuous/runs/6lo2lwim,2026-07-26T11:36:47Z,p0,0,128,30000,30000,30000,0,medium,0,30000,128,none,0.9,0.99,centered,log_amp_gated_phase,all,none,xavier,normalized,0,False,none,0.09171097725629807,,,,9.482060704613104e-05,0.0003609059494920075,8.095080556813627e-05,,,,,,,-0.3294234573841095,0.566130518913269,0.41697922348976135,0.3640555739402771,0.6359537839889526,0.29439014196395874,0.34018850326538086,0.0005984437302686274,0.005030596628785133,0.30145201086997986,0.3885779082775116,0.9244739413261414,0.3132641017436981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ztr0wk29,arch-p2-s0-b128-n5000,https://wandb.ai/ethansmith2000/afig-continuous/runs/ztr0wk29,2026-07-26T11:04:26Z,p2,0,128,5000,5000,5000,0,exploratory,0,5000,128,sincos_table,0.9,0.99,centered,log_amp_gated_phase,all,none,xavier,normalized,0,False,none,0.11461175233125687,,,,3.60228841600474e-05,0.0006883681635372341,0.00013733537343796343,,,,,,,-0.2886888086795807,0.5156273245811462,0.3337283134460449,0.2969560921192169,0.7030577063560486,0.28555023670196533,0.3126857578754425,0.0008651127573102713,0.0073334467597305775,0.2508820593357086,0.3445035219192505,0.6649757623672485,0.3097681403160095,p0,0.06975115090608597,,,,-6.967562512727454e-06,0.00014004716649651527,0.00012214511480124202,,,,,,,,,,,,,0.11402547359466553,0.11402547359466553,-0.10083198547363281,0.10083198547363281,-0.0617445707321167,0.0617445707321167,-0.061022013425827026,0.061022013425827026,0.06100606918334961,0.06100606918334961,-0.008572638034820557,0.008572638034820557,-0.06295055150985718,0.06295055150985718,-0.00011154147796332836,0.00011154147796332836,0.0015160185284912586,-0.0015160185284912586,-0.034566283226013184,0.034566283226013184,-0.005760103464126587,0.005760103464126587,-0.2880781292915344,0.2880781292915344,-0.024890929460525513,0.024890929460525513
frhb85wx,arch-p1-s0-b128-n5000,https://wandb.ai/ethansmith2000/afig-continuous/runs/frhb85wx,2026-07-26T11:04:26Z,p1,0,128,5000,5000,5000,0,exploratory,0,5000,128,random_table,0.9,0.99,centered,log_amp_gated_phase,all,none,xavier,normalized,0,False,none,0.07961965352296829,,,,3.3267089747823775e-05,0.0008012072066776454,8.822299423627555e-05,,,,,,,-0.2761050760746002,0.5026032328605652,0.32814183831214905,0.2906242311000824,0.7094278931617737,0.28563040494918823,0.3056710362434387,0.0007354437839239836,0.006070206873118877,0.24626167118549347,0.3426678776741028,0.6391633749008179,0.3046606481075287,p0,0.034759052097797394,,,,-9.723356924951077e-06,0.00025288620963692665,7.303273559955414e-05,,,,,,,,,,,,,0.126609206199646,0.126609206199646,-0.11385607719421387,0.11385607719421387,-0.06733104586601257,0.06733104586601257,-0.06735387444496155,0.06735387444496155,0.06737625598907471,0.06737625598907471,-0.008492469787597656,0.008492469787597656,-0.06996527314186096,0.06996527314186096,-0.00024121045134961605,0.00024121045134961605,0.00025277864187955856,-0.00025277864187955856,-0.03918667137622833,0.03918667137622833,-0.007595747709274292,0.007595747709274292,-0.3138905167579651,0.3138905167579651,-0.029998421669006348,0.029998421669006348
tmwih3vp,arch-p0-s0-b128-n5000,https://wandb.ai/ethansmith2000/afig-continuous/runs/tmwih3vp,2026-07-26T11:04:25Z,p0,0,128,5000,5000,5000,0,exploratory,0,5000,128,none,0.9,0.99,centered,log_amp_gated_phase,all,none,xavier,normalized,0,False,none,0.0448606014251709,,,,4.299044667277485e-05,0.0005483209970407188,1.519025863672141e-05,,,,,,,-0.4027142822742462,0.616459310054779,0.3954728841781616,0.35797810554504395,0.642051637172699,0.2941228747367859,0.3756363093852997,0.0009766542352735996,0.005817428231239319,0.2854483425617218,0.3502636253833771,0.953053891658783,0.33465906977653503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
